Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,90,Overall,0.908424908,0.764705882,0.8,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.46153846153846156, 0.46153846153846156, 1.0]","[0.0, 0.047619047619047616, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.7619047619047619, 0.7619047619047619, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9994249939918518, 0.9818850159645081, 0.9663522243499756, 0.9185281991958618, 0.9148610234260559, 0.7920039892196655, 0.6562852263450623, 0.3396281599998474, 0.3021533489227295, 0.26160165667533875, 0.051024407148361206, 0.04337688535451889, 0.00031231058528646827]",16,10,3,5,PreHold,0.7109375,0.666666667,0.636363636,"[0.0, 0.0, 0.125, 0.125, 0.1875, 0.1875, 0.25, 0.25, 0.4375, 0.4375, 0.875, 0.875, 1.0]","[0.0, 0.125, 0.125, 0.25, 0.25, 0.5, 0.5, 0.75, 0.75, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9966112375259399, 0.9942865967750549, 0.9921650290489197, 0.985389232635498, 0.9393097758293152, 0.9352411031723022, 0.789363443851471, 0.5594437718391418, 0.5205996632575989, 0.006018657702952623, 0.005744692869484425, 0.001622173236683011]",7,9,7,1
,InstituteHold,91,Screen,0.880952381,0.692307692,0.714285714,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.996174156665802, 0.9826274514198303, 0.7511451244354248, 0.6683804392814636, 0.6426286101341248, 0.4497409462928772, 0.0012440087739378214]",5,4,3,1,PreHold,0.722222222,0.555555556,0,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.7205750346183777, 0.4392005503177643, 0.42404863238334656, 0.06892506778240204, 0.0030932049266994]",0,5,1,3
,InstituteHold,91,Day 0,0.861111111,0.833333333,0.833333333,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9949045777320862, 0.9295780658721924, 0.8944699168205261, 0.6334185600280762, 0.3194177448749542, 0.2340262085199356, 0.006878796499222517]",5,5,1,1,PreHold,0.9,0.777777778,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9976188540458679, 0.9331587553024292, 0.7156864404678345, 0.0178118534386158, 0.0007969741709530354]",3,4,1,1
,InstituteHold,91,Adj Wk 1,0.916666667,0.857142857,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9996243119239807, 0.900334894657135, 0.318759024143219, 0.19927462935447693, 0.0027232314459979534]",2,4,0,1,PreHold,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9991233944892883, 0.7930922508239746, 0.0024430197663605213]",4,6,0,0
,InstituteHold,91,Overall,0.882352941,0.78125,0.774193548,"[0.0, 0.0, 0.0, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.06666666666666667, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.8, 0.8, 0.8666666666666667, 0.8666666666666667, 1.0, 1.0]","[inf, 0.9996243119239807, 0.900334894657135, 0.7511451244354248, 0.6683804392814636, 0.6426286101341248, 0.6334185600280762, 0.4768228232860565, 0.4497409462928772, 0.318759024143219, 0.19927462935447693, 0.0012440087739378214]",12,13,4,3,PreHold,0.887700535,0.785714286,0.7,"[0.0, 0.0, 0.0, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 1.0]","[0.0, 0.09090909090909091, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[inf, 0.9991233944892883, 0.7930922508239746, 0.7156864404678345, 0.4392005503177643, 0.42404863238334656, 0.3639453053474426, 0.08647044748067856, 0.06892506778240204, 0.03529161214828491, 0.0178118534386158, 0.0007969741709530354]",7,15,2,4
,InstituteHold,92,Screen,0.918367347,0.785714286,0.8,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9933129549026489, 0.8822301626205444, 0.7926366329193115, 0.4569237530231476, 0.004413940012454987]",6,5,2,1,PreHold,0.8,0.666666667,0.571428571,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.997239351272583, 0.8859455585479736, 0.1289113610982895, 0.10124105960130692, 0.028394214808940887]",2,4,1,2
,InstituteHold,92,Day 0,0.904761905,0.769230769,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9087364673614502, 0.8424134254455566, 0.832298755645752, 0.7852315306663513, 0.619967520236969, 0.4410877227783203, 0.01721588335931301]",6,4,2,1,PreHold,0.9375,0.875,0.857142857,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9190746545791626, 0.5790348649024963, 0.24804531037807465, 0.0886830985546112, 0.019378824159502983]",3,4,0,1
,InstituteHold,92,Adj Wk 1,0.95,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9970481991767883, 0.8302339315414429, 0.5392946600914001, 0.21193742752075195, 0.004446507431566715]",4,3,1,1,PreHold,0.866666667,0.625,0.4,"[0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9786887764930725, 0.6226294040679932, 0.14970046281814575, 0.009106868878006935]",1,4,1,2
,InstituteHold,92,Overall,0.907120743,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.05263157894736842, 0.5263157894736842, 0.5263157894736842, 0.631578947368421, 0.631578947368421, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9970481991767883, 0.8822301626205444, 0.8592802286148071, 0.8424134254455566, 0.832298755645752, 0.7929095029830933, 0.7926366329193115, 0.7852315306663513, 0.619967520236969, 0.6161415576934814, 0.5392946600914001, 0.4410877227783203, 0.2828119993209839, 0.21193742752075195, 0.004413940012454987]",16,12,5,3,PreHold,0.863636364,0.72,0.631578947,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.35714285714285715, 1.0]","[0.0, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 1.0, 1.0]","[inf, 0.997239351272583, 0.8859455585479736, 0.6175678372383118, 0.3646639883518219, 0.24804531037807465, 0.14970046281814575, 0.1289113610982895, 0.12336812913417816, 0.10900606215000153, 0.0886830985546112, 0.009106868878006935]",6,12,2,5
,InstituteHold,94,Screen,1,0.916666667,0.933333333,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9973634481430054, 0.8135270476341248, 0.014878012239933014]",7,4,1,0,PreHold,0.72,0.5,0.615384615,"[0.0, 0.0, 0.0, 0.6, 0.6, 0.8, 0.8, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9995411038398743, 0.9911357164382935, 0.8807530403137207, 0.7252339720726013, 0.6196231245994568, 0.36406847834587097, 0.0036437716335058212]",4,1,4,1
,InstituteHold,94,Day 0,0.964285714,0.909090909,0.933333333,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9973663091659546, 0.9630283117294312, 0.9026570320129395, 0.6105945110321045, 0.016217883676290512]",7,3,1,0,PreHold,0.52,0.5,0.545454545,"[0.0, 0.2, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9986148476600647, 0.9982650279998779, 0.9906648993492126, 0.9852902293205261, 0.3660048544406891, 0.07200247049331665, 0.0014964756555855274]",3,2,3,2
,InstituteHold,94,Adj Wk 1,0.9,0.857142857,0.888888889,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9984483122825623, 0.9709779620170593, 0.14330673217773438, 0.08990060538053513, 0.006244755815714598]",4,2,0,1,PreHold,1,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9975969791412354, 0.9961625337600708, 0.003198173362761736]",2,2,2,0
,InstituteHold,94,Overall,0.966507177,0.9,0.923076923,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 1.0]","[0.0, 0.05263157894736842, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9984483122825623, 0.914598286151886, 0.9026570320129395, 0.8135270476341248, 0.6757774353027344, 0.6105945110321045, 0.14330673217773438, 0.08990060538053513, 0.006244755815714598]",18,9,2,1,PreHold,0.720238095,0.538461538,0.6,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.5, 0.5, 0.7857142857142857, 0.7857142857142857, 1.0]","[0.0, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9995411038398743, 0.9987431764602661, 0.9986148476600647, 0.9911357164382935, 0.9906648993492126, 0.9852902293205261, 0.836955189704895, 0.7252339720726013, 0.3660048544406891, 0.07200247049331665, 0.0014964756555855274]",9,5,9,3
,InstituteHold,95,Screen,0.916666667,0.833333333,0.857142857,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 1.0, 1.0]","[inf, 0.998654842376709, 0.9926221370697021, 0.9620304107666016, 0.9158864617347717, 0.0006381128332577646]",6,4,2,0,PreHold,0.8,0.888888889,0.888888889,"[0.0, 0.2, 0.2, 1.0]","[0.0, 0.0, 1.0, 1.0]","[inf, 0.9972127079963684, 0.6424886584281921, 0.0002514975785743445]",4,4,1,0
,InstituteHold,95,Day 0,0.971428571,0.833333333,0.857142857,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9996203780174255, 0.8344870805740356, 0.6670626401901245, 0.3128783106803894, 0.0009270800510421395]",6,4,1,1,PreHold,0.8,0.666666667,0.571428571,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9978511333465576, 0.9968048930168152, 0.9956444501876831, 0.4379095435142517, 0.008572281338274479, 0.0017436196794733405, 0.00011727415403584018]",2,4,1,2
,InstituteHold,95,Adj Wk 1,0.916666667,0.857142857,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.998820960521698, 0.9556238651275635, 0.45931920409202576, 0.43043577671051025, 0.0007085158722475171]",2,4,0,1,PreHold,1,0.875,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9991991519927979, 0.2675842046737671, 8.087910828180611e-05]",3,4,0,1
,InstituteHold,95,Overall,0.9375,0.838709677,0.848484848,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.0625, 0.5625, 0.5625, 0.8125, 0.8125, 0.875, 0.875, 0.9375, 0.9375, 1.0, 1.0]","[inf, 0.9996203780174255, 0.9751110076904297, 0.9620304107666016, 0.9158864617347717, 0.9088153839111328, 0.8344870805740356, 0.45931920409202576, 0.43043577671051025, 0.34149911999702454, 0.3128783106803894, 0.0006381128332577646]",14,12,3,2,PreHold,0.857142857,0.807692308,0.782608696,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9991991519927979, 0.9978511333465576, 0.9972127079963684, 0.9958329200744629, 0.9956444501876831, 0.2675842046737671, 0.004731751047074795, 0.0017436196794733405, 8.087910828180611e-05]",9,12,2,3
,InstituteHold,96,Screen,0.775510204,0.785714286,0.823529412,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 1.0, 1.0]","[inf, 0.9997268915176392, 0.999080240726471, 0.9927225708961487, 0.9744861721992493, 0.7448346018791199, 0.5570377707481384, 0.00041989615419879556]",7,4,3,0,PreHold,0.791666667,0.7,0.727272727,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9993948340415955, 0.9983837604522705, 0.9500482678413391, 0.6668761968612671, 0.1478554904460907, 0.0013037913013249636, 6.770923209842294e-05]",4,3,1,2
,InstituteHold,96,Day 0,0.833333333,0.692307692,0.75,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9954652786254883, 0.9837209582328796, 0.9767935872077942, 0.7812307476997375, 0.6322933435440063, 0.5446627140045166, 0.5050334334373474, 0.024038422852754593, 0.0011235290439799428]",6,3,3,1,PreHold,0.583333333,0.714285714,0.75,"[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.0, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9793365001678467, 0.8747260570526123, 0.00036828863085247576, 8.394094038521871e-05, 5.843734470545314e-05]",3,2,1,1
,InstituteHold,96,Adj Wk 1,0.95,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9996071457862854, 0.9850851893424988, 0.9595847129821777, 0.013640092685818672, 0.00032775948056951165]",4,3,1,1,PreHold,1,0.833333333,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.999891459941864, 0.1352897733449936, 0.006038153078407049]",3,2,0,1
,InstituteHold,96,Overall,0.839009288,0.75,0.790697674,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.23529411764705882, 0.23529411764705882, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.05263157894736842, 0.3157894736842105, 0.3157894736842105, 0.5263157894736842, 0.5263157894736842, 0.5789473684210527, 0.5789473684210527, 0.6842105263157895, 0.6842105263157895, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9997268915176392, 0.9929405450820923, 0.9927225708961487, 0.9822703003883362, 0.9767935872077942, 0.9744861721992493, 0.9595847129821777, 0.7812307476997375, 0.6322933435440063, 0.5446627140045166, 0.5050334334373474, 0.013640092685818672, 0.00032775948056951165]",17,10,7,2,PreHold,0.76984127,0.739130435,0.769230769,"[0.0, 0.0, 0.0, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.5555555555555556, 0.5555555555555556, 0.7777777777777778, 0.7777777777777778, 1.0]","[0.0, 0.07142857142857142, 0.2857142857142857, 0.2857142857142857, 0.5, 0.5, 0.7142857142857143, 0.7142857142857143, 0.7857142857142857, 0.7857142857142857, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.999891459941864, 0.9983837604522705, 0.9793365001678467, 0.9648280143737793, 0.9500482678413391, 0.6668761968612671, 0.1478554904460907, 0.1352897733449936, 0.006038153078407049, 0.0013037913013249636, 0.00036828863085247576, 8.394094038521871e-05, 5.843734470545314e-05]",10,7,2,4
,InstituteHold,97,Screen,0.861111111,0.666666667,0.714285714,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.986297607421875, 0.8697643876075745, 0.7488162517547607, 0.7384730577468872, 0.6970844268798828, 0.4108928143978119, 0.014654165133833885]",5,3,3,1,PreHold,1,0.9,0.909090909,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9903971552848816, 0.4485519826412201, 0.007753161247819662]",5,4,0,1
,InstituteHold,97,Day 0,0.861111111,0.75,0.769230769,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9886823892593384, 0.8999218344688416, 0.8617278933525085, 0.6013529896736145, 0.23664772510528564, 0.15358224511146545, 0.011010617949068546]",5,4,2,1,PreHold,0.944444444,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9957841038703918, 0.4861047565937042, 0.2874756157398224, 0.12896400690078735, 0.00812388863414526]",4,3,0,2
,InstituteHold,97,Adj Wk 1,0.866666667,0.75,0.8,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9979459047317505, 0.7215409278869629, 0.17801830172538757, 0.07814671099185944, 0.020033078268170357]",4,2,1,1,PreHold,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9960589408874512, 0.9199376702308655, 0.006991773843765259]",3,4,0,0
,InstituteHold,97,Overall,0.862745098,0.71875,0.756756757,"[0.0, 0.0, 0.0, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 0.5333333333333333, 0.5333333333333333, 1.0]","[0.0, 0.058823529411764705, 0.5882352941176471, 0.5882352941176471, 0.6470588235294118, 0.6470588235294118, 0.7647058823529411, 0.7647058823529411, 0.8235294117647058, 0.8235294117647058, 0.8823529411764706, 0.8823529411764706, 1.0, 1.0]","[inf, 0.9979459047317505, 0.8668801784515381, 0.7651755809783936, 0.7642134428024292, 0.7488162517547607, 0.7215409278869629, 0.6037018299102783, 0.6013529896736145, 0.5048156380653381, 0.4108928143978119, 0.17801830172538757, 0.07814671099185944, 0.011010617949068546]",14,9,6,3,PreHold,0.981818182,0.884615385,0.888888889,"[0.0, 0.0, 0.0, 0.2727272727272727, 0.2727272727272727, 1.0]","[0.0, 0.06666666666666667, 0.9333333333333333, 0.9333333333333333, 1.0, 1.0]","[inf, 0.9960589408874512, 0.4485519826412201, 0.24007776379585266, 0.12896400690078735, 0.006991773843765259]",12,11,0,3
,InstituteHold,98,Screen,1,0.8,0.875,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9994035363197327, 0.956954300403595, 0.009850632399320602]",7,1,2,0,PreHold,0.666666667,0.8,0.666666667,"[0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9997584223747253, 0.9401514530181885, 0.8334311246871948, 0.05563744157552719, 0.04333161562681198, 0.029805965721607208]",2,6,1,1
,InstituteHold,98,Day 0,0.80952381,0.8,0.857142857,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9997756481170654, 0.9665817022323608, 0.9663354158401489, 0.8699584007263184, 0.44716206192970276, 0.27513831853866577, 0.08685732632875443]",6,2,1,1,PreHold,0.6,0.75,0.666666667,"[0.0, 0.0, 0.2, 0.2, 1.0, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.9944270253181458, 0.9897446632385254, 0.5875102877616882, 0.006873008795082569, 0.003344874829053879]",2,4,1,1
,InstituteHold,98,Adj Wk 1,1,0.8,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9995954632759094, 0.22330978512763977, 0.04086104780435562]",3,1,0,1,PreHold,1,0.833333333,0.666666667,"[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]","[inf, 0.9756624102592468, 0.02023361250758171]",1,4,1,0
,InstituteHold,98,Overall,0.880952381,0.8,0.864864865,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.05555555555555555, 0.6666666666666666, 0.6666666666666666, 0.7777777777777778, 0.7777777777777778, 0.8333333333333334, 0.8333333333333334, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0]","[inf, 0.9997756481170654, 0.9665817022323608, 0.9663354158401489, 0.9310413002967834, 0.8800811171531677, 0.8699584007263184, 0.8204375505447388, 0.6736555695533752, 0.44716206192970276, 0.22330978512763977, 0.009850632399320602]",16,4,3,2,PreHold,0.680672269,0.791666667,0.666666667,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.8235294117647058, 0.8235294117647058, 1.0, 1.0]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0]","[inf, 0.9997584223747253, 0.9944270253181458, 0.9897446632385254, 0.9756624102592468, 0.9401514530181885, 0.5875102877616882, 0.05563744157552719, 0.04333161562681198, 0.006873008795082569, 0.003344874829053879]",5,14,3,2
