Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,82,Day 0,0.75,0.642857143,0.666666667,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9747679829597473, 0.873062789440155, 0.7847925424575806, 0.6288528442382812, 0.44601932168006897, 0.07410595566034317, 0.015953464433550835, 0.01580016128718853, 0.0043068742379546165]",5,4,2,3,PreHold,0.72,0.6,0.6,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9682453274726868, 0.9528184533119202, 0.7961640954017639, 0.6174191236495972, 0.3484654128551483, 0.13012105226516724, 0.01514536701142788]",3,3,2,2
,InstituteHold,82,Adj Wk 1,0.95,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9851212501525879, 0.8106404542922974, 0.5296688675880432, 0.1028364822268486, 0.006426778621971607]",4,3,1,1,PreHold,0.7,0.714285714,0.5,"[0.0, 0.0, 0.6, 0.6, 1.0]","[0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.881027102470398, 0.4139671325683594, 0.02959277294576168, 0.003316414775326848]",1,4,1,1
,InstituteHold,82,Overall,0.840336134,0.684210526,0.7,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.23529411764705882, 0.23529411764705882, 0.4117647058823529, 0.4117647058823529, 0.5882352941176471, 0.5882352941176471, 1.0]","[0.0, 0.047619047619047616, 0.5714285714285714, 0.5714285714285714, 0.6190476190476191, 0.6190476190476191, 0.6666666666666666, 0.6666666666666666, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9851212501525879, 0.834752082824707, 0.8263240456581116, 0.8106404542922974, 0.6646958589553833, 0.6288528442382812, 0.44601932168006897, 0.07410595566034317, 0.015953464433550835, 0.01580016128718853, 0.0034109412226825953]",14,12,5,7,PreHold,0.709090909,0.653846154,0.608695652,"[0.0, 0.0, 0.0, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.7333333333333333, 0.7333333333333333, 1.0]","[0.0, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.8181818181818182, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[inf, 0.9682453274726868, 0.881027102470398, 0.7394610643386841, 0.6174191236495972, 0.6161336302757263, 0.6147012114524841, 0.253701776266098, 0.13012105226516724, 0.049377117305994034, 0.02959277294576168, 0.02135315351188183, 0.020118996500968933, 0.003316414775326848]",7,10,5,4
,InstituteHold,83,Screen,1,0.818181818,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9935650825500488, 0.860727071762085, 0.0010793277760967612]",6,3,2,0,PreHold,0.75,0.555555556,0.6,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.8, 0.8, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9997908473014832, 0.9996541142463684, 0.9943946003913879, 0.8771334290504456, 0.4059321880340576, 0.05455780774354935, 0.017697850242257118]",3,2,3,1
,InstituteHold,83,Day 0,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9865416884422302, 0.676257312297821, 0.010075625032186508]",5,4,0,0,PreHold,0.6,0.666666667,0.727272727,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[inf, 0.9997804760932922, 0.9989283680915833, 0.9290151596069336, 0.8345210552215576, 0.04763757437467575, 0.028712142258882523]",4,2,2,1
,InstituteHold,83,Adj Wk 1,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9986599087715149, 0.9323617219924927, 0.0021433241199702024]",3,3,0,0,PreHold,0.625,0.5,0.6,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0]","[inf, 0.9989407062530518, 0.9973198771476746, 0.838775098323822, 0.6910536885261536, 0.41343772411346436, 0.003634856315329671]",3,1,3,1
,InstituteHold,83,Overall,0.994047619,0.923076923,0.933333333,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 1.0]","[0.0, 0.07142857142857142, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.9986599087715149, 0.8125256299972534, 0.7557491660118103, 0.676257312297821, 0.0010793277760967612]",14,10,2,0,PreHold,0.668639053,0.576923077,0.64516129,"[0.0, 0.0, 0.0, 0.3076923076923077, 0.3076923076923077, 0.38461538461538464, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[0.0, 0.07692307692307693, 0.46153846153846156, 0.46153846153846156, 0.6153846153846154, 0.6153846153846154, 0.6923076923076923, 0.6923076923076923, 0.7692307692307693, 0.7692307692307693, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0]","[inf, 0.9997908473014832, 0.9973198771476746, 0.9290151596069336, 0.8610514998435974, 0.838775098323822, 0.8345210552215576, 0.8015548586845398, 0.6910536885261536, 0.24006083607673645, 0.05455780774354935, 0.04763757437467575, 0.028712142258882523, 0.017697850242257118, 0.003634856315329671]",10,5,8,3
,InstituteHold,84,Screen,0.925,0.923076923,0.941176471,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.125, 0.625, 0.625, 1.0, 1.0]","[inf, 0.9997926354408264, 0.9584669470787048, 0.9551066756248474, 0.6646502017974854, 0.003708363976329565]",8,4,1,0,PreHold,0.777777778,0.555555556,0.5,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.999908447265625, 0.9988656044006348, 0.022131608799099922, 0.011175032705068588, 0.0011458978988230228]",2,3,3,1
,InstituteHold,84,Day 0,0.964285714,0.818181818,0.857142857,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9965492486953735, 0.7812454700469971, 0.7326751947402954, 0.45717790722846985, 0.006072937045246363]",6,3,1,1,PreHold,0.7,0.666666667,0.666666667,"[0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.999538242816925, 0.971547544002533, 0.9686668515205383, 0.7437554001808167, 0.7131659984588623, 0.054097551852464676, 0.02950943261384964, 0.0010241635609418154]",3,3,2,1
,InstituteHold,84,Adj Wk 1,1,0.833333333,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9995075464248657, 0.9206094741821289, 0.005073104053735733]",4,1,1,0,PreHold,0.85,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9995450973510742, 0.9973858594894409, 0.4606330692768097, 0.1820649355649948, 0.07344528287649155, 0.041739389300346375, 0.00020357361063361168]",2,5,0,2
,InstituteHold,84,Overall,0.937799043,0.866666667,0.9,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 1.0]","[0.0, 0.05263157894736842, 0.5789473684210527, 0.5789473684210527, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9997926354408264, 0.9584669470787048, 0.9551066756248474, 0.7812454700469971, 0.7326751947402954, 0.6646502017974854, 0.4983850121498108, 0.45717790722846985, 0.003708363976329565]",18,8,3,1,PreHold,0.772727273,0.666666667,0.608695652,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.25, 0.25, 0.375, 0.375, 0.5, 0.5, 0.75, 0.75, 1.0]","[0.0, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[inf, 0.999908447265625, 0.9973858594894409, 0.971547544002533, 0.9686668515205383, 0.7437554001808167, 0.7131659984588623, 0.4606330692768097, 0.1820649355649948, 0.054097551852464676, 0.02950943261384964, 0.021520841866731644, 0.011175032705068588, 0.00020357361063361168]",7,11,5,4
,InstituteHold,85,Screen,0.910714286,0.733333333,0.714285714,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9821981191635132, 0.9424515962600708, 0.8521526455879211, 0.430597186088562, 0.3397555649280548, 0.16357862949371338, 0.0014847065322101116]",5,6,1,3,PreHold,0.928571429,0.555555556,0.6,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9953375458717346, 0.025034962221980095, 0.022516541182994843, 0.004471403546631336, 0.0018657450564205647]",3,2,0,4
,InstituteHold,85,Day 0,0.875,0.785714286,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9723845720291138, 0.9206315875053406, 0.9111319184303284, 0.44654327630996704, 0.2614862620830536, 0.16357576847076416, 0.0018895743414759636]",6,5,1,2,PreHold,0.9375,0.5,0.545454545,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.994655430316925, 0.01961512118577957, 0.01537484023720026, 0.0016777331475168467, 0.0007331361994147301]",3,2,0,5
,InstituteHold,85,Adj Wk 1,0.85,0.888888889,0.888888889,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9919402003288269, 0.91371750831604, 0.02738078124821186, 0.009838243015110493, 0.005758850835263729]",4,4,0,1,PreHold,1,0.571428571,0.666666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9959979057312012, 0.004081524908542633, 0.002503026509657502]",3,1,0,3
,InstituteHold,85,Overall,0.901960784,0.789473684,0.789473684,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.29411764705882354, 0.29411764705882354, 0.6470588235294118, 0.6470588235294118, 1.0]","[0.0, 0.047619047619047616, 0.5714285714285714, 0.5714285714285714, 0.6190476190476191, 0.6190476190476191, 0.8095238095238095, 0.8095238095238095, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9919402003288269, 0.91371750831604, 0.9111319184303284, 0.9026744365692139, 0.8521526455879211, 0.430597186088562, 0.2614862620830536, 0.16357576847076416, 0.018974438309669495, 0.009838243015110493, 0.0014847065322101116]",15,15,2,6,PreHold,0.904761905,0.538461538,0.6,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[0.0, 0.047619047619047616, 0.7619047619047619, 0.7619047619047619, 0.8571428571428571, 0.8571428571428571, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9959979057312012, 0.025034962221980095, 0.022516541182994843, 0.01961512118577957, 0.01537484023720026, 0.004081524908542633, 0.0018657450564205647, 0.0016777331475168467, 0.0007331361994147301]",9,5,0,12
,InstituteHold,86,Screen,1,0.916666667,0.923076923,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9887215495109558, 0.7235866189002991, 0.007357259746640921]",6,5,1,0,PreHold,0.72,0.6,0.333333333,"[0.0, 0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9975447654724121, 0.3763599991798401, 0.25683093070983887, 0.0415608212351799, 0.03397868573665619, 0.011260489001870155, 0.00041934268665499985]",1,5,0,4
,InstituteHold,86,Day 0,0.966666667,0.818181818,0.833333333,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9817653894424438, 0.6261032819747925, 0.6220704913139343, 0.4869551956653595, 0.01216558925807476]",5,4,1,1,PreHold,0.7,0.444444444,0.285714286,"[0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9946447014808655, 0.8581388592720032, 0.404519647359848, 0.12885689735412598, 0.03308143466711044, 0.0007493554730899632]",1,3,1,4
,InstituteHold,86,Adj Wk 1,1,0.857142857,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.997488796710968, 0.28892943263053894, 0.01520618423819542]",3,3,0,1,PreHold,0.833333333,0.714285714,0.666666667,"[0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9980018734931946, 0.9059032797813416, 0.26046043634414673, 0.0005738747422583401]",2,3,1,1
,InstituteHold,86,Overall,0.964285714,0.866666667,0.875,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 1.0]","[0.0, 0.0625, 0.75, 0.75, 0.8125, 0.8125, 0.9375, 0.9375, 1.0, 1.0]","[inf, 0.997488796710968, 0.7235866189002991, 0.7026480436325073, 0.6261032819747925, 0.6220704913139343, 0.4869551956653595, 0.29830700159072876, 0.28892943263053894, 0.007357259746640921]",14,12,2,2,PreHold,0.74556213,0.576923077,0.421052632,"[0.0, 0.0, 0.0, 0.15384615384615385, 0.15384615384615385, 0.46153846153846156, 0.46153846153846156, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.07692307692307693, 0.23076923076923078, 0.23076923076923078, 0.6153846153846154, 0.6153846153846154, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.9980018734931946, 0.9946447014808655, 0.8581388592720032, 0.26046043634414673, 0.1029055044054985, 0.0415608212351799, 0.03397868573665619, 0.03308143466711044, 0.026138370856642723, 0.011260489001870155, 0.00041934268665499985]",4,11,2,9
,InstituteHold,87,Screen,0.897959184,0.785714286,0.769230769,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.8862239122390747, 0.697321355342865, 0.4978264272212982, 0.495593398809433, 0.46777692437171936, 0.4214489161968231, 0.013111589476466179]",5,6,1,2,PreHold,0.833333333,0.9,0.909090909,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[inf, 0.9960318803787231, 0.5749203562736511, 0.01821695640683174, 0.0031500784680247307]",5,4,0,1
,InstituteHold,87,Day 0,0.785714286,0.769230769,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9697819352149963, 0.8825997114181519, 0.8576157689094543, 0.6822793483734131, 0.6638290882110596, 0.5612440705299377, 0.32442227005958557, 0.24682554602622986, 0.007782401517033577]",6,4,2,1,PreHold,0.75,0.75,0.75,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0]","[inf, 0.9964062571525574, 0.7709532976150513, 0.038000885397195816, 0.035080697387456894]",3,3,1,1
,InstituteHold,87,Adj Wk 1,0.65,0.777777778,0.8,"[0.0, 0.0, 0.25, 0.25, 1.0, 1.0]","[0.0, 0.2, 0.2, 0.8, 0.8, 1.0]","[inf, 0.941195547580719, 0.7605167031288147, 0.5278762578964233, 0.03720350190997124, 0.008382149040699005]",4,3,1,1,PreHold,0.933333333,0.625,0.571428571,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9878290295600891, 0.29822781682014465, 0.29512137174606323, 0.04717263951897621, 0.003271372988820076]",2,3,0,3
,InstituteHold,87,Overall,0.826625387,0.777777778,0.789473684,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 0.9411764705882353, 0.9411764705882353, 1.0]","[0.0, 0.05263157894736842, 0.21052631578947367, 0.21052631578947367, 0.42105263157894735, 0.42105263157894735, 0.631578947368421, 0.631578947368421, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9697819352149963, 0.8825997114181519, 0.8576157689094543, 0.7686697244644165, 0.7605167031288147, 0.6822793483734131, 0.6638290882110596, 0.5278762578964233, 0.4978264272212982, 0.495593398809433, 0.46777692437171936, 0.4214489161968231, 0.27367183566093445, 0.24682554602622986, 0.013111589476466179, 0.008382149040699005, 0.007782401517033577]",15,13,4,4,PreHold,0.806060606,0.769230769,0.769230769,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 1.0, 1.0]","[0.0, 0.06666666666666667, 0.5333333333333333, 0.5333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8, 0.8, 0.8666666666666667, 0.8666666666666667, 0.9333333333333333, 0.9333333333333333, 1.0]","[inf, 0.9964062571525574, 0.7709532976150513, 0.6088067293167114, 0.5749203562736511, 0.3560838997364044, 0.29822781682014465, 0.07650671154260635, 0.04717263951897621, 0.038000885397195816, 0.035080697387456894, 0.003271372988820076, 0.0031500784680247307]",10,10,1,5
,InstituteHold,88,Screen,0.975,0.846153846,0.875,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9996576309204102, 0.950552761554718, 0.8399439454078674, 0.26795458793640137, 0.00021470809588208795]",7,4,1,1,PreHold,0.388888889,0.444444444,0.285714286,"[0.0, 0.0, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.9994834661483765, 0.26403582096099854, 0.04423172026872635, 0.014714382588863373, 0.0020345712546259165]",1,3,3,2
,InstituteHold,88,Day 0,0.90625,0.833333333,0.875,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.125, 0.625, 0.625, 1.0, 1.0]","[inf, 0.9991674423217773, 0.9879807233810425, 0.9768869280815125, 0.09143388271331787, 0.00334487808868289]",7,3,1,1,PreHold,0.6875,0.625,0.571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0]","[inf, 0.9998832941055298, 0.9942789077758789, 0.9913972616195679, 0.31680354475975037, 0.011936478316783905, 0.00734374113380909]",2,3,1,2
,InstituteHold,88,Adj Wk 1,0.866666667,0.875,0.888888889,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.999758243560791, 0.9849206805229187, 0.04662034660577774, 0.031107604503631592, 0.001348133198916912]",4,3,0,1,PreHold,0.7,0.777777778,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0]","[inf, 0.9998818635940552, 0.9993242025375366, 0.9220410585403442, 0.6959505677223206, 0.012526847422122955, 0.004550360608845949]",3,4,1,1
,InstituteHold,88,Overall,0.94047619,0.848484848,0.87804878,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.4166666666666667, 0.4166666666666667, 1.0]","[0.0, 0.047619047619047616, 0.7142857142857143, 0.7142857142857143, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.999758243560791, 0.9830823540687561, 0.9768869280815125, 0.8528465628623962, 0.8399439454078674, 0.6268545985221863, 0.442256897687912, 0.09143388271331787, 0.04662034660577774, 0.031107604503631592, 0.00021470809588208795]",18,10,2,3,PreHold,0.6,0.615384615,0.545454545,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.26666666666666666, 0.26666666666666666, 0.4666666666666667, 0.4666666666666667, 0.6, 0.6, 1.0, 1.0]","[0.0, 0.09090909090909091, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 1.0]","[inf, 0.9998832941055298, 0.9993242025375366, 0.9990348815917969, 0.9942789077758789, 0.9220410585403442, 0.6959505677223206, 0.325727641582489, 0.31680354475975037, 0.049128592014312744, 0.04423172026872635, 0.011936478316783905, 0.0020345712546259165]",6,10,5,5
,InstituteHold,89,Screen,1,0.916666667,0.933333333,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9987984299659729, 0.8001418709754944, 0.007166843395680189]",7,4,1,0,PreHold,0.666666667,0.5,0.444444444,"[0.0, 0.0, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9998076558113098, 0.9364060759544373, 0.9297951459884644, 0.6436494588851929, 0.44992512464523315, 0.0004174261703155935]",2,3,4,1
,InstituteHold,89,Day 0,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9981107711791992, 0.6241471767425537, 0.039208438247442245]",7,4,0,0,PreHold,0.80952381,0.7,0.571428571,"[0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9993408918380737, 0.9437060356140137, 0.4905208349227905, 0.006092805881053209]",2,5,2,1
,InstituteHold,89,Adj Wk 1,0.866666667,0.75,0.8,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9989143013954163, 0.9586911201477051, 0.44875866174697876, 0.3761358857154846, 0.016808565706014633]",4,2,1,1,PreHold,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9975656867027283, 0.8238908052444458, 0.0009542870102450252]",2,5,0,0
,InstituteHold,89,Overall,0.973684211,0.903225806,0.923076923,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 1.0]","[0.0, 0.05263157894736842, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9989143013954163, 0.9051707983016968, 0.8605354428291321, 0.8001418709754944, 0.7698559761047363, 0.6241471767425537, 0.44875866174697876, 0.3761358857154846, 0.007166843395680189]",18,10,2,1,PreHold,0.822368421,0.703703704,0.6,"[0.0, 0.0, 0.0, 0.2631578947368421, 0.2631578947368421, 0.3157894736842105, 0.3157894736842105, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9998076558113098, 0.9975656867027283, 0.9364060759544373, 0.8238908052444458, 0.6436494588851929, 0.44992512464523315, 0.0004174261703155935]",6,13,6,2
,InstituteHold,90,Screen,0.875,0.692307692,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9993706941604614, 0.9818850159645081, 0.9663522243499756, 0.9308099746704102, 0.6562852263450623, 0.3396281599998474, 0.00031231058528646827]",6,3,2,2,PreHold,0.523809524,0.5,0.444444444,"[0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 1.0, 1.0]","[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.9942865967750549, 0.9921650290489197, 0.985389232635498, 0.9393097758293152, 0.006018657702952623, 0.005744692869484425]",2,3,4,1
,InstituteHold,90,Day 0,0.84375,0.75,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9985904097557068, 0.9956520795822144, 0.9148610234260559, 0.26160165667533875, 0.05420684814453125, 0.04337688535451889, 0.0008976742392405868]",6,3,1,2,PreHold,0.833333333,0.857142857,0.857142857,"[0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9966112375259399, 0.996555507183075, 0.5205996632575989, 0.004606308881193399]",3,3,1,0
,InstituteHold,90,Adj Wk 1,1,0.888888889,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9994249939918518, 0.44324368238449097, 0.001282242126762867]",4,4,0,1,PreHold,0.9,0.714285714,0.666666667,"[0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9588255882263184, 0.9352411031723022, 0.789363443851471, 0.001622173236683011]",2,3,2,0
